Severity,WCAG Rule,Category,WCAG Criterion,Element,Message,Snippet
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#bulkImportStep1 > div > label.settings-label","Contrast ratio 1.20:1 (need 4.5:1) — rgb(110,110,115) on rgb(139,92,246)","Destination"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#bulkImportStep1 > div > div","Contrast ratio 1.20:1 (need 4.5:1) — rgb(110,110,115) on rgb(139,92,246)","Library-only adds skills to the searchable index for job mat"
critical,1.3.1,Forms,Info and Relationships,"select#bulkDefaultLevel","SELECT element missing label",""
critical,1.3.1,Forms,Info and Relationships,"select#bulkMergeStrategy","SELECT element missing label",""
critical,1.3.1,Forms,Info and Relationships,"input#bulkManagerSearch","INPUT element missing label",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#bulkManagerActions > button","Contrast ratio 1.56:1 (need 4.5:1) — rgb(167,139,250) on rgb(139,92,246)","Set Level"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#bulkManagerActions > button","Contrast ratio 1.00:1 (need 4.5:1) — rgb(239,68,68) on rgb(239,68,68)","Remove Selected"
critical,1.3.1,Forms,Info and Relationships,"input#editSkillName","INPUT element missing label",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div.modal-body > div.coaching-tip > div.coaching-tip-title > span","Contrast ratio 2.15:1 (need 4.5:1) — rgb(245,158,11) on rgb(255,255,255)","💡 WHY ASSESS THIS SKILL?"
critical,1.3.1,Forms,Info and Relationships,"input#assessYears","INPUT element missing label",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > label > div > div","Contrast ratio 2.54:1 (need 4.5:1) — rgb(156,163,175) on rgb(255,255,255)","Supports work but doesn't directly drive major outcomes"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > label > div > div","Contrast ratio 2.54:1 (need 4.5:1) — rgb(156,163,175) on rgb(255,255,255)","Directly contributes to key business results"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > label > div > div","Contrast ratio 2.54:1 (need 4.5:1) — rgb(156,163,175) on rgb(255,255,255)","Critical differentiator, drives strategic outcomes"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > label > div > div","Contrast ratio 2.54:1 (need 4.5:1) — rgb(156,163,175) on rgb(255,255,255)","Many professionals have this skill"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > label > div > div","Contrast ratio 2.54:1 (need 4.5:1) — rgb(156,163,175) on rgb(255,255,255)","Specialized, not widely held"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > label > div > div","Contrast ratio 2.54:1 (need 4.5:1) — rgb(156,163,175) on rgb(255,255,255)","Very few people have this expertise"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > label > div > div","Contrast ratio 2.54:1 (need 4.5:1) — rgb(156,163,175) on rgb(255,255,255)","Mid-level to senior roles"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > label > div > div","Contrast ratio 2.54:1 (need 4.5:1) — rgb(156,163,175) on rgb(255,255,255)","Director to VP level"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div > label > div > div","Contrast ratio 2.54:1 (need 4.5:1) — rgb(156,163,175) on rgb(255,255,255)","VP to C-Suite level"
critical,1.4.3,Color Contrast,Contrast (Minimum),"span#skillManagementCount","Contrast ratio 2.43:1 (need 4.5:1) — rgb(156,163,175) on rgb(250,250,250)","Loading..."
critical,1.4.3,Color Contrast,Contrast (Minimum),"button#yourSkillsTab","Contrast ratio 1.28:1 (need 4.5:1) — rgb(0,113,227) on rgb(59,130,246)","Your Skills ()"
critical,1.4.3,Color Contrast,Contrast (Minimum),"span#yourSkillsCount","Contrast ratio 1.28:1 (need 4.5:1) — rgb(0,113,227) on rgb(59,130,246)","0"
critical,1.3.1,Forms,Info and Relationships,"input#yourSkillsSearchInput","INPUT element missing label",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#yourSkillsContent > div > span","Contrast ratio 2.54:1 (need 4.5:1) — rgb(156,163,175) on rgb(255,255,255)","${bpIcon(""search"",14)}"
critical,1.3.1,Forms,Info and Relationships,"select#yourSkillsCategoryFilter","SELECT element missing label",""
critical,1.3.1,Forms,Info and Relationships,"select#yourSkillsLevelFilter","SELECT element missing label",""
critical,1.3.1,Forms,Info and Relationships,"input#addSkillsSearchInput","INPUT element missing label",""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#addSkillsContent > div > span","Contrast ratio 2.54:1 (need 4.5:1) — rgb(156,163,175) on rgb(255,255,255)","${bpIcon(""search"",14)}"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#addSkillsResults > div > div","Contrast ratio 2.54:1 (need 4.5:1) — rgb(156,163,175) on rgb(255,255,255)","' + bpIcon('search',48) + '"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#addSkillsResults > div > div","Contrast ratio 2.54:1 (need 4.5:1) — rgb(156,163,175) on rgb(255,255,255)","Start typing to search skills"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#addSkillsResults > div > div","Contrast ratio 2.54:1 (need 4.5:1) — rgb(156,163,175) on rgb(255,255,255)","Try: ""python"", ""marketing"", ""leadership"""
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#addSkillsCategories > div","Contrast ratio 2.54:1 (need 4.5:1) — rgb(156,163,175) on rgb(255,255,255)","BROWSE BY CATEGORY:"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#addSkillsCategories > div > button","Contrast ratio 1.00:1 (need 4.5:1) — rgb(0,113,227) on rgb(0,113,227)","Technology"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#addSkillsCategories > div > button","Contrast ratio 1.00:1 (need 4.5:1) — rgb(155,89,182) on rgb(155,89,182)","Business"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#addSkillsCategories > div > button","Contrast ratio 1.00:1 (need 4.5:1) — rgb(30,126,52) on rgb(30,126,52)","Finance"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#addSkillsCategories > div > button","Contrast ratio 1.00:1 (need 4.5:1) — rgb(178,80,0) on rgb(178,80,0)","Marketing"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#addSkillsCategories > div > button","Contrast ratio 1.00:1 (need 4.5:1) — rgb(173,80,0) on rgb(173,80,0)","Creative"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#addSkillsCategories > div > button","Contrast ratio 1.00:1 (need 4.5:1) — rgb(117,117,120) on rgb(117,117,120)","Leadership"
critical,1.4.3,Color Contrast,Contrast (Minimum),"div#addSkillsCategories > div > button","Contrast ratio 1.00:1 (need 4.5:1) — rgb(173,80,0) on rgb(173,80,0)","Trades"
